        Spiketime[s]     corrSpiketime[s]                  ISI             instFreq
           50.641870            50.641870             0.007130           140.252454
           50.654490            50.654490             0.012620            79.239303
           50.657580            50.657580             0.003090           323.624595
           50.675050            50.675050             0.017470            57.240985
           50.679520            50.679520             0.004470           223.713647
           50.695690            50.695690             0.016170            61.842919
           50.698050            50.698050             0.002360           423.728814
           50.729080            50.729080             0.031030            32.226877
           50.738810            50.738810             0.009730           102.774923
           51.280590            51.280590             0.001510           662.251656
           51.297790            51.297790             0.017200            58.139535
           51.319860            51.319860             0.022070            45.310376
           51.325210            51.325210             0.005350           186.915888
           51.342270            51.342270             0.017060            58.616647
           51.347210            51.347210             0.004940           202.429150
           51.377580            51.377580             0.030370            32.927231
           51.404830            51.404830             0.027250            36.697248
           51.904690            51.904690             0.004470           223.713647
           51.919050            51.919050             0.014360            69.637883
           51.921350            51.921350             0.002300           434.782609
           51.939940            51.939940             0.018590            53.792361
           51.945020            51.945020             0.005080           196.850394
           51.961690            51.961690             0.016670            59.988002
           51.965590            51.965590             0.003900           256.410256
           51.992470            51.992470             0.026880            37.202381
           52.010860            52.010860             0.018390            54.377379
           52.540250            52.540250             0.007960           125.628141
           52.553520            52.553520             0.013270            75.357950
           52.555920            52.555920             0.002400           416.666667
           52.572930            52.572930             0.017010            58.788948
           52.578900            52.578900             0.005970           167.504188
           52.594880            52.594880             0.015980            62.578223
           52.598630            52.598630             0.003750           266.666667
           52.620330            52.620330             0.021700            46.082949
           52.636970            52.636970             0.016640            60.096154
           53.165800            53.165800             0.007800           128.205128
           53.182860            53.182860             0.017060            58.616647
           53.205330            53.205330             0.022470            44.503783
           53.226040            53.226040             0.020710            48.285852
           53.262290            53.262290             0.036250            27.586207
           53.270580            53.270580             0.008290           120.627262
           53.847230            53.847230             0.006400           156.250000
           53.862750            53.862750             0.015520            64.432990
           53.864810            53.864810             0.002060           485.436893
           53.883680            53.883680             0.018870            52.994171
           53.887790            53.887790             0.004110           243.309002
           53.906630            53.906630             0.018840            53.078556
           53.908340            53.908340             0.001710           584.795322
           53.936640            53.936640             0.028300            35.335689
           53.940270            53.940270             0.003630           275.482094
           54.647300            54.647300             0.019830            50.428643
           54.668420            54.668420             0.021120            47.348485
           54.674990            54.674990             0.006570           152.207002
           54.696140            54.696140             0.021150            47.281324
           54.704080            54.704080             0.007940           125.944584
           54.732000            54.732000             0.027920            35.816619
           55.395240            55.395240             0.009300           107.526882
           55.415990            55.415990             0.020750            48.192771
           55.439460            55.439460             0.023470            42.607584
           55.443770            55.443770             0.004310           232.018561
           55.462940            55.462940             0.019170            52.164841
           55.512440            55.512440             0.049500            20.202020
           56.150550            56.150550             0.012480            80.128205
           56.170780            56.170780             0.020230            49.431537
           56.193160            56.193160             0.022380            44.682752
           56.195340            56.195340             0.002180           458.715596
           56.217160            56.217160             0.021820            45.829514
           56.222590            56.222590             0.005430           184.162063
           56.248720            56.248720             0.026130            38.270188
           56.273290            56.273290             0.024570            40.700041
           56.885840            56.885840             0.008870           112.739572
           56.902070            56.902070             0.016230            61.614295
           56.904980            56.904980             0.002910           343.642612
           56.923200            56.923200             0.018220            54.884742
           56.926130            56.926130             0.002930           341.296928
           56.949400            56.949400             0.023270            42.973786
           56.951480            56.951480             0.002080           480.769231
           56.975330            56.975330             0.023850            41.928721
           57.000690            57.000690             0.025360            39.432177
           57.613110            57.613110             0.004890           204.498978
           57.631740            57.631740             0.018630            53.676865
           57.633880            57.633880             0.002140           467.289720
           57.659230            57.659230             0.025350            39.447732
           57.662870            57.662870             0.003640           274.725275
           57.684870            57.684870             0.022000            45.454545
           57.754490            57.754490             0.069620            14.363689
           58.319780            58.319780             0.014420            69.348128
           58.332010            58.332010             0.012230            81.766149
           58.338050            58.338050             0.006040           165.562914
           58.354250            58.354250             0.016200            61.728395
           58.364690            58.364690             0.010440            95.785441
           58.380580            58.380580             0.015890            62.932662
           58.388230            58.388230             0.007650           130.718954
           58.421970            58.421970             0.033740            29.638411
           59.013870            59.013870             0.006860           145.772595
           59.028880            59.028880             0.015010            66.622252
           59.031290            59.031290             0.002410           414.937759
           59.052630            59.052630             0.021340            46.860356
           59.056610            59.056610             0.003980           251.256281
           59.076860            59.076860             0.020250            49.382716
           59.080420            59.080420             0.003560           280.898876
           59.115910            59.115910             0.035490            28.176951
           59.130500            59.130500             0.014590            68.540096
           59.678100            59.678100             0.007840           127.551020
           59.694400            59.694400             0.016300            61.349693
           59.696880            59.696880             0.002480           403.225806
           59.713990            59.713990             0.017110            58.445354
           59.719140            59.719140             0.005150           194.174757
           59.738580            59.738580             0.019440            51.440329
           59.742730            59.742730             0.004150           240.963855
           59.768700            59.768700             0.025970            38.505968
           59.777560            59.777560             0.008860           112.866817

MEANS:
           29.461265            29.461265             0.012354           148.478399

STANDARD DEVIATIONS:
           17.276842            17.276842             0.008982           139.530696
